CRS_DEP_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_DATE,FL_NUM,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,TAIL_NUM,Flight Status
800,US,758,LGA,214,37992,2162,DCA,0,2,6,N719UW,ontime
900,US,858,LGA,214,37992,2164,DCA,0,2,6,N733UW,ontime
1000,US,1000,LGA,214,37992,2166,DCA,0,2,6,N754UW,ontime
1100,US,1056,LGA,214,37992,2168,DCA,0,2,6,N721UW,ontime
1200,US,1158,LGA,214,37992,2170,DCA,0,2,6,N719UW,ontime
1300,US,1259,LGA,214,37992,2172,DCA,0,2,6,N733UW,ontime
1400,US,1357,LGA,214,37992,2174,DCA,0,2,6,N754UW,ontime
1500,US,1458,LGA,214,37992,2176,DCA,0,2,6,N721UW,ontime
1600,US,1557,LGA,214,37992,2178,DCA,0,2,6,N719UW,ontime
1700,US,1657,LGA,214,37992,2180,DCA,0,2,6,N733UW,ontime
1800,US,1758,LGA,214,37992,2182,DCA,0,2,6,N754UW,ontime
1900,US,1855,LGA,214,37992,2184,DCA,0,2,6,N721UW,ontime
2000,US,1958,LGA,214,37992,2186,DCA,0,2,6,N719UW,ontime
2100,US,2104,LGA,214,37992,2188,DCA,0,2,6,N733UW,ontime
1455,RU,1451,EWR,169,37992,2403,BWI,0,2,6,N29917,ontime
1720,RU,1729,EWR,169,37992,3372,BWI,0,2,6,N27962,delayed
700,RU,658,EWR,169,37992,2703,BWI,0,2,6,N13958,ontime
1030,RU,1037,EWR,169,37992,2303,BWI,0,2,6,N12924,ontime
1730,CO,1740,EWR,199,37992,814,DCA,0,2,6,N24224,delayed
1300,CO,1256,EWR,199,37992,808,DCA,0,2,6,N38257,ontime
1900,CO,1856,EWR,199,37992,816,DCA,0,2,6,N59630,delayed
735,CO,727,EWR,199,37992,806,DCA,0,2,6,N16648,ontime
840,DH,847,EWR,213,37992,7299,IAD,0,2,6,N307UE,ontime
1710,DH,1705,EWR,213,37992,7302,IAD,0,2,6,N674BR,ontime
1245,DH,1236,EWR,213,37992,7303,IAD,0,2,6,N645BR,ontime
2120,DH,2118,EWR,213,37992,7304,IAD,0,2,6,N652BR,ontime
1430,DH,1435,EWR,213,37992,7307,IAD,0,2,6,N324UE,ontime
630,DH,622,EWR,213,37992,7371,IAD,0,2,6,N329UE,ontime
2100,RU,2222,EWR,199,37992,2879,DCA,0,2,6,N14573,delayed
900,RU,859,EWR,199,37992,2582,DCA,0,2,6,N14947,ontime
1900,RU,1901,EWR,213,37992,2385,IAD,0,2,6,N16147,delayed
1500,RU,1457,EWR,213,37992,2156,IAD,0,2,6,N11137,ontime
700,RU,656,EWR,213,37992,2855,IAD,0,2,6,N17115,ontime
1525,RU,1644,EWR,199,37992,2261,DCA,0,2,6,N13958,delayed
1300,RU,1253,EWR,213,37992,2367,IAD,0,2,6,N16911,ontime
1359,RU,1356,EWR,199,37992,2216,DCA,0,2,6,N12924,ontime
1700,RU,1656,EWR,213,37992,2497,IAD,0,2,6,N19966,ontime
1630,RU,1627,EWR,199,37992,2181,DCA,0,2,6,N13969,ontime
645,RU,644,EWR,199,37992,2761,DCA,0,2,6,N13118,ontime
1455,OH,1455,JFK,184,37993,5935,BWI,0,3,7,N983CA,ontime
1640,DH,1639,JFK,213,37993,6155,DCA,0,3,7,N408FJ,ontime
1245,DH,1306,LGA,229,37993,7208,IAD,0,3,7,N665BR,ontime
1455,DH,1445,LGA,229,37993,7211,IAD,0,3,7,N639BR,ontime
1715,DH,1813,LGA,229,37993,7215,IAD,0,3,7,N684BR,delayed
640,DH,640,LGA,229,37993,7790,IAD,0,3,7,N634BR,ontime
1040,DH,1038,LGA,229,37993,7792,IAD,0,3,7,N328UE,ontime
840,DH,831,JFK,228,37993,7800,IAD,0,3,7,N694BR,ontime
1240,DH,1240,JFK,228,37993,7806,IAD,0,3,7,N309UE,ontime
1455,DH,1521,JFK,228,37993,7808,IAD,0,3,7,N330UE,ontime
1645,DH,1638,JFK,228,37993,7810,IAD,0,3,7,N320UE,ontime
1715,DH,1922,JFK,228,37993,7812,IAD,0,3,7,N332UE,delayed
2120,DH,2120,JFK,228,37993,7814,IAD,0,3,7,N695BR,ontime
1610,DH,1606,JFK,228,37993,7816,IAD,0,3,7,N305UE,ontime
1455,DL,1501,JFK,213,37993,746,DCA,0,3,7,N908DE,ontime
630,DL,631,LGA,214,37993,1740,DCA,0,3,7,N223DZ,ontime
830,DL,831,LGA,214,37993,1744,DCA,0,3,7,N242DL,ontime
930,DL,932,LGA,214,37993,1746,DCA,0,3,7,N225DL,ontime
1030,DL,1030,LGA,214,37993,1748,DCA,0,3,7,N223DZ,ontime
1130,DL,1131,LGA,214,37993,1750,DCA,0,3,7,N224DA,ontime
1230,DL,1231,LGA,214,37993,1752,DCA,0,3,7,N242DL,ontime
1330,DL,1329,LGA,214,37993,1754,DCA,0,3,7,N225DL,ontime
1430,DL,1430,LGA,214,37993,1756,DCA,0,3,7,N223DZ,ontime
1530,DL,1528,LGA,214,37993,1758,DCA,0,3,7,N224DA,ontime
1630,DL,1629,LGA,214,37993,1760,DCA,0,3,7,N242DL,ontime
1730,DL,1728,LGA,214,37993,1762,DCA,0,3,7,N225DL,ontime
1830,DL,1828,LGA,214,37993,1764,DCA,0,3,7,N223DZ,ontime
1930,DL,1927,LGA,214,37993,1766,DCA,0,3,7,N224DA,ontime
2030,DL,2030,LGA,214,37993,1768,DCA,0,3,7,N242DL,ontime
1530,MQ,1530,JFK,213,37993,4752,DCA,0,3,7,N736MQ,ontime
600,MQ,555,JFK,213,37993,4760,DCA,0,3,7,N705MQ,ontime
1830,MQ,1918,JFK,213,37993,4784,DCA,0,3,7,N846MQ,delayed
700,MQ,655,LGA,214,37993,4952,DCA,0,3,7,N722MQ,ontime
800,MQ,746,LGA,214,37993,4954,DCA,0,3,7,N723MQ,ontime
900,MQ,854,LGA,214,37993,4956,DCA,0,3,7,N733MQ,ontime
1100,MQ,1056,LGA,214,37993,4960,DCA,0,3,7,N722MQ,ontime
1300,MQ,1256,LGA,214,37993,4964,DCA,0,3,7,N726MQ,ontime
1400,MQ,1352,LGA,214,37993,4966,DCA,0,3,7,N730MQ,ontime
1500,MQ,1457,LGA,214,37993,4968,DCA,0,3,7,N703MQ,delayed
1600,MQ,1624,LGA,214,37993,4970,DCA,0,3,7,N713MQ,delayed
1900,MQ,2014,LGA,214,37993,4976,DCA,0,3,7,N735MQ,delayed
850,UA,849,LGA,229,37993,846,IAD,0,3,7,N567UA,ontime
630,US,628,LGA,214,37993,1479,DCA,0,3,7,N754UW,ontime
700,US,658,LGA,214,37993,2160,DCA,0,3,7,N725UW,ontime
800,US,757,LGA,214,37993,2162,DCA,0,3,7,N722UW,ontime
900,US,857,LGA,214,37993,2164,DCA,0,3,7,N744UW,ontime
1000,US,956,LGA,214,37993,2166,DCA,0,3,7,N720UW,ontime
1100,US,1058,LGA,214,37993,2168,DCA,0,3,7,N725UW,ontime
1200,US,1157,LGA,214,37993,2170,DCA,0,3,7,N722UW,ontime
1300,US,1256,LGA,214,37993,2172,DCA,0,3,7,N744UW,ontime
1400,US,1354,LGA,214,37993,2174,DCA,0,3,7,N720UW,ontime
1500,US,1457,LGA,214,37993,2176,DCA,0,3,7,N725UW,delayed
1600,US,1600,LGA,214,37993,2178,DCA,0,3,7,N722UW,delayed
1700,US,1656,LGA,214,37993,2180,DCA,0,3,7,N744UW,ontime
1800,US,1758,LGA,214,37993,2182,DCA,0,3,7,N720UW,ontime
1900,US,1859,LGA,214,37993,2184,DCA,0,3,7,N725UW,ontime
2000,US,1959,LGA,214,37993,2186,DCA,0,3,7,N722UW,delayed
2100,US,2054,LGA,214,37993,2188,DCA,0,3,7,N744UW,ontime
700,RU,659,EWR,169,37993,2703,BWI,0,3,7,N15574,ontime
1455,RU,1459,EWR,169,37993,2403,BWI,0,3,7,N21537,ontime
1720,RU,1920,EWR,169,37993,3372,BWI,0,3,7,N36915,delayed
1030,RU,1044,EWR,169,37993,2303,BWI,0,3,7,N18557,delayed
1300,CO,1255,EWR,199,37993,808,DCA,0,3,7,N14654,ontime
1900,CO,1948,EWR,199,37993,816,DCA,0,3,7,N60312,delayed
1730,CO,1813,EWR,199,37993,814,DCA,0,3,7,N76355,delayed
735,CO,728,EWR,199,37993,806,DCA,0,3,7,N18622,ontime
840,DH,840,EWR,213,37993,7299,IAD,0,3,7,N695BR,ontime
1710,DH,1725,EWR,213,37993,7302,IAD,0,3,7,N696BR,ontime
1245,DH,1320,EWR,213,37993,7303,IAD,0,3,7,N696BR,delayed
2120,DH,2117,EWR,213,37993,7304,IAD,0,3,7,N628BR,ontime
630,DH,624,EWR,213,37993,7305,IAD,0,3,7,N301UE,ontime
1430,DH,1439,EWR,213,37993,7307,IAD,0,3,7,N324UE,ontime
1359,RU,1352,EWR,199,37993,2216,DCA,0,3,7,N18557,ontime
700,RU,731,EWR,213,37993,2855,IAD,0,3,7,N13903,delayed
1500,RU,1457,EWR,213,37993,2156,IAD,0,3,7,N11150,delayed
900,RU,856,EWR,199,37993,2582,DCA,0,3,7,N19966,ontime
1300,RU,1254,EWR,213,37993,2367,IAD,0,3,7,N13538,ontime
1700,RU,1654,EWR,213,37993,2497,IAD,0,3,7,N13955,ontime
1900,RU,1955,EWR,213,37993,2385,IAD,0,3,7,N15527,delayed
645,RU,641,EWR,199,37993,2761,DCA,0,3,7,N16147,ontime
2100,RU,2058,EWR,199,37993,2879,DCA,0,3,7,N14153,ontime
1525,RU,1521,EWR,199,37993,2261,DCA,0,3,7,N11140,ontime
1630,RU,1629,EWR,199,37993,2181,DCA,0,3,7,N13538,ontime
